project_id,project_type,source
ACR648,hfc refrigerant reclamation,berkeley carbon trading project
ACR649,ozone depleting substances recovery & destruction,berkeley carbon trading project
ACR650,mine methane capture,berkeley carbon trading project
ACR651,mine methane capture,berkeley carbon trading project
ACR652,hfc replacement in foam production,berkeley carbon trading project
ACR653,improved forest management,berkeley carbon trading project
ACR655,improved forest management,berkeley carbon trading project
ACR656,hfc replacement in foam production,berkeley carbon trading project
ACR657,hfc replacement in foam production,berkeley carbon trading project
ACR658,hfc replacement in foam production,berkeley carbon trading project
ACR659,hfc replacement in foam production,berkeley carbon trading project
ACR660,hfc replacement in foam production,berkeley carbon trading project
ACR661,hfc replacement in foam production,berkeley carbon trading project
ACR662,hfc replacement in foam production,berkeley carbon trading project
ACR663,hfc refrigerant reclamation,berkeley carbon trading project
ACR665,improved forest management,berkeley carbon trading project
ACR666,ozone depleting substances recovery & destruction,berkeley carbon trading project
ACR668,improved forest management,berkeley carbon trading project
ACR669,mine methane capture,berkeley carbon trading project
ACR670,hfc refrigerant reclamation,berkeley carbon trading project
ACR671,ozone depleting substances recovery & destruction,berkeley carbon trading project
ACR672,improved forest management,berkeley carbon trading project
ACR673,improved forest management,berkeley carbon trading project
ACR674,mine methane capture,berkeley carbon trading project
ACR675,mine methane capture,berkeley carbon trading project
ACR676,hfc refrigerant reclamation,berkeley carbon trading project
ACR677,improved forest management,berkeley carbon trading project
ACR678,hfc refrigerant reclamation,berkeley carbon trading project
ACR680,improved forest management,berkeley carbon trading project
ACR681,improved forest management,berkeley carbon trading project
ACR682,mine methane capture,berkeley carbon trading project
ACR683,improved forest management,berkeley carbon trading project
ACR685,improved forest management,berkeley carbon trading project
ACR686,ozone depleting substances recovery & destruction,berkeley carbon trading project
ACR687,improved forest management,berkeley carbon trading project
ACR690,improved forest management,berkeley carbon trading project
ACR691,improved forest management,berkeley carbon trading project
ACR692,ozone depleting substances recovery & destruction,berkeley carbon trading project
ACR693,hfc refrigerant reclamation,berkeley carbon trading project
ACR694,mine methane capture,berkeley carbon trading project
ACR695,mine methane capture,berkeley carbon trading project
ACR697,improved forest management,berkeley carbon trading project
ACR698,improved forest management,berkeley carbon trading project
ACR699,improved forest management,berkeley carbon trading project
ACR701,improved forest management,berkeley carbon trading project
ACR702,ozone depleting substances recovery & destruction,berkeley carbon trading project
ACR705,improved forest management,berkeley carbon trading project
ACR706,advanced refrigerants,berkeley carbon trading project
ACR707,advanced refrigerants,berkeley carbon trading project
ACR708,advanced refrigerants,berkeley carbon trading project
ACR709,improved forest management,berkeley carbon trading project
ACR716,improved forest management,berkeley carbon trading project
ACR718,improved forest management,berkeley carbon trading project
ACR721,improved forest management,berkeley carbon trading project
ACR722,improved forest management,berkeley carbon trading project
ACR727,improved forest management,berkeley carbon trading project
ACR729,landfill methane,berkeley carbon trading project
ACR730,landfill methane,berkeley carbon trading project
ACR731,mine methane capture,berkeley carbon trading project
ACR732,improved forest management,berkeley carbon trading project
ACR733,improved forest management,berkeley carbon trading project
ACR734,improved forest management,berkeley carbon trading project
ACR735,improved forest management,berkeley carbon trading project
ACR736,ozone depleting substances recovery & destruction,berkeley carbon trading project
ACR737,advanced refrigerants,berkeley carbon trading project
ACR738,improved forest management,berkeley carbon trading project
ACR739,improved forest management,berkeley carbon trading project
ACR741,improved forest management,berkeley carbon trading project
ACR742,advanced refrigerants,berkeley carbon trading project
ACR743,mine methane capture,berkeley carbon trading project
ACR744,ozone depleting substances recovery & destruction,berkeley carbon trading project
ACR745,improved forest management,berkeley carbon trading project
ACR746,mine methane capture,berkeley carbon trading project
ACR747,advanced refrigerants,berkeley carbon trading project
ACR751,avoided forest conversion,berkeley carbon trading project
ACR752,mine methane capture,berkeley carbon trading project
ACR753,improved forest management,berkeley carbon trading project
ACR754,improved forest management,berkeley carbon trading project
ACR755,ozone depleting substances recovery & destruction,berkeley carbon trading project
ACR757,improved forest management,berkeley carbon trading project
ACR758,ozone depleting substances recovery & destruction,berkeley carbon trading project
ACR759,mine methane capture,berkeley carbon trading project
ACR760,hfc refrigerant reclamation,berkeley carbon trading project
ACR761,mine methane capture,berkeley carbon trading project
ACR762,ozone depleting substances recovery & destruction,berkeley carbon trading project
ACR764,hfc replacement in foam production,berkeley carbon trading project
ACR765,hfc replacement in foam production,berkeley carbon trading project
ACR766,hfc replacement in foam production,berkeley carbon trading project
ACR767,hfc replacement in foam production,berkeley carbon trading project
ACR768,hfc replacement in foam production,berkeley carbon trading project
ACR771,mine methane capture,berkeley carbon trading project
ACR772,ozone depleting substances recovery & destruction,berkeley carbon trading project
ACR773,hfc refrigerant reclamation,berkeley carbon trading project
ACR774,hfc refrigerant reclamation,berkeley carbon trading project
ACR775,hfc refrigerant reclamation,berkeley carbon trading project
ACR776,hfc refrigerant reclamation,berkeley carbon trading project
